"dhlabid","urn","title","city","timestamp","year","conc","date","samesaken","Alta.samfunnet.er.i.mot.utbygging","protestbevegelse","at.et.møte.blir.arrangert","tv.program","produksjon.av.film","partipolitikk","kommunestyret","domstoler","regjeringen","myndigheter","demonstranter","politiet","saksbehandling.og.juridiske.prosesser","bygging.av.vei.og.anleggsvirksomhet","undersøkelser.og.utredning","arrestasjoner.og.bruk.av.tvangsmidler","økonomisk.og.næringsmessig.nytte","må.ha.kraft.og.strøm","konflikt.mellom.samer.og.nordmenn","rettigheter.til.land.og.ressurser","natur.og.miljø","vern.av.vassdrag","trussel.mot.samisk.kultur.og.næring","trussel.mot.laksefiske","Alta.kautokeinovassdraget.bør.bygges.ut","samiske.særrettigheter","utsatt.og.usikkerhet","unødvendig","splittelse.og.uenighet","vanskelig.å.snakke.om","urettferdig","opprivende","forsoning","samhold.og.enighet","handlekraft.og.beslutninger","tydelig.og.bestemtrettsak","leiren.i.Stilla","sultestreik","politiaksjonen","stortingets.vedtak","opprettelsen.av.Sametinget","Finnmarksloven","udemokratiske.protester","sivil.ulydighet","demonstrantene.opptrer.dårlig","ikke.voldelige","mediedekning","historisk.betydning","kunst.og.kultur","husker.eller.minnes","feilinformasjon","Konstruktiv.sivil.ulydighet","Manglende.utredning.om.konsekvenser","skeptisk.kraftprognose.motstand","meningsløs.kraftutbygging","Skeptisk.til.ulydighet","lov.og.orden","overdrevet.maktbruk.av.myndigheter.og.politi","fredelige.demonstranter","tydelig.og.bestemt","rettsak","arbeiderpartiet","gasskraftverk","neddemming.av.Masi","Kraftlinjer"
NA,"URN:NBN:no-nb_digavis_vaartland_null_null_20221112_78_264_1","vaartland","Oslo","20221112","2022","å tilhøre et levende folk. Få år tidligere hadde kampen Alta-vassdraget styrket samers selvbevissthet, storsamfunnets oppmerk- var vekket. Det",2022-11-12,0.96,0.7,0.7,0.6,0.24,0.33,0.26,0.15,0.16,0.05,0.16,0.43,0.07,0.75,0.3,0.63,0.74,0.23,0.4,0.57,0.64,0.25,0.38,0.45,0.17,0.22,0.78,0.47,0.19,0.29,0.66,0.49,0.72,0.14,0.33,0.84,0.6,0.4,0.17,0.05,0.22,0.26,0.11,0.15,0.48,0.23,0.24,0.67,0.87,0.16,0.86,0.42,0.33,0.43,0.34,0.16,0.22,0.11,0.2,0.02,0.65,0.8,0.08,0.05,0.17,0.14
NA,"URN:NBN:no-nb_digavis_nordlys_null_null_20220729_0_173_1","nordlys","Tromsø","20220729","2022","å være et større torn i øyet for Arbeiderpartiet enn Alta-saken. Det er nemlig en ting utredningene om kraftverk på",2022-07-29,0.13,0.75,0.21,0.36,0.11,0.08,0.84,0.11,0.09,0.18,0.22,0.12,0.03,0.54,0.05,0.92,0.57,0.48,0.79,0.34,0.5,0.16,0.39,0.52,0.08,0.88,0.45,0.65,0.55,0.7,0.83,0.59,0.94,0.08,0.08,0.22,0.25,0.37,0.07,0.07,0.18,0.1,0.09,0.2,0.09,0.27,0.27,0.18,0.26,0.07,0.64,0.58,0.09,0.65,0.46,0.35,0.43,0.1,0.6,0.05,0.33,0.14,0.89,0.14,0.31,0.18
NA,"URN:NBN:no-nb_digavis_altaposten_null_null_20220530_54_62_1","altaposten","Alta","20220530","2022","Å vent ja det e jo samme elva. Kautokeino/ Alta vassdraget ... Kenneth Lunde – Vil nok stige igjen i finværet",2022-05-30,0.47,0.17,0.47,0.5,0.32,0.33,0.18,0.1,0.2,0.05,0.19,0.28,0.04,0.67,0.26,0.65,0.72,0.64,0.59,0.16,0.73,0.7,0.65,0.56,0.57,0.23,0.65,0.78,0.5,0.2,0.48,0.4,0.44,0.39,0.67,0.69,0.5,0.28,0.14,0.07,0.14,0.22,0.16,0.19,0.45,0.21,0.52,0.35,0.5,0.33,0.69,0.64,0.44,0.49,0.5,0.26,0.63,0.1,0.52,0.09,0.48,0.17,0.08,0.05,0.13,0.08
NA,"URN:NBN:no-nb_digavis_nyetroms_null_null_20220318_49_33_1","nyetroms","Moen","20220318","2022","A. Somby trekker linjene helt fra motstanden mot utbyggingen av Altaelva, til åpningen av Sametinget og formaliseringen av",2022-03-18,0.8,0.97,0.56,0.6,0.14,0.18,0.17,0.07,0.06,0.02,0.3,0.17,0.03,0.45,0.1,0.22,0.22,0.08,0.07,0.19,0.32,0.07,0.08,0.19,0.06,0.23,0.59,0.23,0.11,0.6,0.23,0.15,0.63,0.07,0.02,0.81,0.24,0.1,0.02,0.02,0.14,0.96,0.1,0.1,0.11,0.04,0.11,0.11,0.72,0.06,0.59,0.22,0.1,0.1,0.41,0.12,0.39,0.08,0.08,0.01,0.15,0.09,0.18,0.01,0.01,0.02
NA,"URN:NBN:no-nb_digavis_vesteraalen_null_null_20221104_102_215_1","vesteraalen","Sortland","20221104","2022","Advokat Hurum argumenterer med at i dag ville ikke Altautbygginga ha skjedd. I den forbindelse skriver han at «daværende",2022-11-04,0.21,0.74,0.41,0.27,0.22,0.22,0.36,0.23,0.55,0.27,0.69,0.28,0.08,0.81,0.42,0.58,0.66,0.33,0.43,0.4,0.66,0.32,0.22,0.67,0.26,0.55,0.51,0.8,0.7,0.62,0.63,0.73,0.61,0.1,0.12,0.48,0.2,0.35,0.1,0.07,0.38,0.13,0.2,0.29,0.32,0.3,0.31,0.22,0.59,0.2,0.65,0.76,0.17,0.65,0.53,0.69,0.64,0.22,0.47,0.02,0.16,0.64,0.27,0.07,0.17,0.15
NA,"URN:NBN:no-nb_digavis_sagat_null_null_20221114_66_220_1","sagat","Lakselv","20221114","2022","ære å få for telle his to rien om hvor dan Alta­saken berørte enkelt men nes kers liv. Karak te ren min,",2022-11-14,0.09,0.19,0.35,0.14,0.12,0.16,0.2,0.12,0.16,0.03,0.22,0.24,0.04,0.31,0.11,0.32,0.46,0.03,0.06,0.31,0.13,0.06,0.15,0.17,0.04,0.13,0.22,0.62,0.3,0.29,0.56,0.75,0.95,0.05,0.01,0.46,0.63,0.29,0.03,0.1,0.1,0.03,0.07,0.18,0.2,0.27,0.08,0.19,0.86,0.04,0.63,0.47,0.07,0.47,0.12,0.12,0.2,0.02,0.31,0.01,0.28,0.44,0.09,0.01,0.14,0.03
NA,"URN:NBN:no-nb_digavis_dagbladet_null_null_20221115_154_266_1","dagbladet","Oslo","20221115","2022","aktivisme, mens forbildet Niillas Somby ble Norges mest 00.45 Alta-aksjonen. livet vender Ulf er nær ved å miste både 01.15",2022-11-15,0.39,0.58,0.89,0.61,0.31,0.26,0.16,0.11,0.12,0.05,0.21,0.75,0.08,0.53,0.29,0.58,0.8,0.31,0.48,0.63,0.6,0.4,0.49,0.68,0.2,0.39,0.46,0.6,0.26,0.51,0.62,0.53,0.73,0.08,0.08,0.71,0.54,0.63,0.15,0.09,0.14,0.18,0.15,0.36,0.66,0.21,0.13,0.24,0.67,0.11,0.64,0.49,0.31,0.48,0.28,0.23,0.21,0.11,0.37,0.05,0.37,0.31,0.06,0.11,0.14,0.18
NA,"URN:NBN:no-nb_digavis_dagbladet_null_null_20221112_154_264_1","dagbladet","Oslo","20221112","2022","aktivisme, mens forbildet Niillas Somby ble Norges mest 23.00 Alta-aksjonen. Kveldsnytt Kveldsnytt Vingårdens ville dyreliv Revevalper og",2022-11-12,0.34,0.52,0.85,0.34,0.84,0.12,0.06,0.04,0.05,0.02,0.03,0.64,0.01,0.24,0.08,0.32,0.51,0.17,0.05,0.32,0.37,0.8,0.1,0.63,0.03,0.24,0.27,0.19,0.15,0.2,0.26,0.32,0.64,0.02,0.02,0.57,0.31,0.38,0.08,0.02,0.04,0.08,0.03,0.18,0.51,0.15,0.12,0.13,0.6,0.26,0.66,0.16,0.22,0.24,0.11,0.09,0.12,0.01,0.06,0.02,0.27,0.12,0.03,0.01,0.06,0.03
NA,"URN:NBN:no-nb_digavis_dagbladet_null_null_20221111_154_263_1","dagbladet","Oslo","20221111","2022","aktivisme, mens forbildet Niillas Somby ble Norges mest 23.00 Alta-aksjonen. Kveldsnytt Kveldsnytt Vingårdens ville dyreliv Revevalper og",2022-11-11,0.34,0.52,0.85,0.34,0.84,0.12,0.06,0.04,0.05,0.02,0.03,0.64,0.01,0.24,0.08,0.32,0.51,0.17,0.05,0.32,0.37,0.8,0.1,0.63,0.03,0.24,0.27,0.19,0.15,0.2,0.26,0.32,0.64,0.02,0.02,0.57,0.31,0.38,0.08,0.02,0.04,0.08,0.03,0.18,0.51,0.15,0.12,0.13,0.6,0.26,0.66,0.16,0.22,0.24,0.11,0.09,0.12,0.01,0.06,0.02,0.27,0.12,0.03,0.01,0.06,0.03
NA,"URN:NBN:no-nb_digavis_klassekampen_null_null_20220514_54_111_1","klassekampen","Oslo","20220514","2022","aktivt på flere plan som motstander av utbyggingen av Alta-Kautokeino-vassdraget, og mye godt kom ut av den tross utbygging.",2022-05-14,0.5,0.98,0.76,0.54,0.25,0.26,0.6,0.31,0.13,0.1,0.45,0.6,0.09,0.39,0.15,0.59,0.51,0.23,0.34,0.63,0.78,0.39,0.16,0.57,0.08,0.5,0.61,0.56,0.26,0.92,0.53,0.35,0.59,0.14,0.22,0.78,0.43,0.39,0.13,0.11,0.19,0.11,0.09,0.21,0.51,0.1,0.19,0.28,0.39,0.11,0.71,0.56,0.59,0.38,0.69,0.54,0.71,0.12,0.29,0.01,0.53,0.28,0.48,0.02,0.11,0.14
NA,"URN:NBN:no-nb_digavis_vaartland_null_null_20220818_78_190_1","vaartland","Oslo","20220818","2022","alt etter årstider. Broderiet Garjját (Kråkene) laget hun etter Alta-aksjonen. torsdag 18. august 2022 Dokumentar £ Il Å Æ E",2022-08-18,0.68,0.74,0.81,0.68,0.77,0.87,0.3,0.29,0.29,0.23,0.46,0.69,0.32,0.65,0.55,0.63,0.78,0.61,0.21,0.56,0.75,0.72,0.49,0.84,0.4,0.33,0.8,0.73,0.47,0.65,0.66,0.66,0.75,0.22,0.23,0.73,0.57,0.67,0.3,0.15,0.46,0.5,0.47,0.58,0.73,0.38,0.58,0.6,0.7,0.8,0.77,0.6,0.59,0.68,0.59,0.57,0.55,0.2,0.66,0.15,0.37,0.38,0.37,0.25,0.41,0.25
NA,"URN:NBN:no-nb_digavis_stjordalsnytt_null_null_20220622_39_25_1","stjordalsnytt","Stjørdal","20220622","2022","Alta-aksjonen på slutten av 70-tallet. Selve kraftutbyggingen i Alta-Kautokeino-vassdraget ble gjennomført, men protestene førte utvilsomt til en",2022-06-22,0.61,0.85,0.98,0.28,0.12,0.18,0.15,0.11,0.12,0.03,0.38,0.97,0.09,0.4,0.12,0.25,0.83,0.19,0.59,0.78,0.72,0.44,0.05,0.77,0.05,0.23,0.55,0.51,0.46,0.55,0.43,0.59,0.93,0.03,0.02,0.42,0.46,0.37,0.11,0.07,0.11,0.09,0.08,0.57,0.62,0.23,0.14,0.18,0.62,0.11,0.72,0.53,0.4,0.34,0.61,0.57,0.25,0.04,0.5,0.01,0.25,0.19,0.44,0.02,0.09,0.13
NA,"URN:NBN:no-nb_digavis_stavangeraftenblad_null_null_20221015_130_0_1","stavangeraftenblad","Stavanger","20221015","2022","Alta-aksjonen; AP-regje- ringen lovet å utsette utbyggingen av Alta-vassdraget. Samene som hadde sultestreiket utenfor Stortinget i protest",2022-10-15,0.96,0.98,0.98,0.28,0.12,0.14,0.86,0.15,0.14,0.8,0.83,0.98,0.03,0.58,0.18,0.27,0.82,0.19,0.41,0.94,0.72,0.53,0.33,0.84,0.06,0.64,0.74,0.8,0.49,0.86,0.46,0.7,0.92,0.02,0.02,0.47,0.44,0.51,0.97,0.03,0.57,0.04,0.05,0.87,0.88,0.56,0.16,0.13,0.5,0.07,0.71,0.75,0.51,0.4,0.62,0.72,0.54,0.15,0.5,0.03,0.2,0.36,0.93,0.02,0.08,0.09
NA,"URN:NBN:no-nb_digavis_sortrondelag_null_null_20221015_115_120_1","sortrondelag","Orkanger","20221015","2022","Alta-aksjonen: Ap-regjeringen lovte å utsette utbyggingen av Alta-vassdraget. I 1994 ble en fem år gammel jente drept i en",2022-10-15,0.27,0.82,0.77,0.2,0.23,0.18,0.82,0.21,0.16,0.58,0.75,0.71,0.08,0.67,0.36,0.4,0.73,0.22,0.59,0.67,0.68,0.43,0.17,0.69,0.11,0.61,0.66,0.8,0.57,0.78,0.4,0.62,0.91,0.02,0.02,0.46,0.49,0.44,0.09,0.07,0.56,0.12,0.14,0.5,0.54,0.38,0.07,0.31,0.53,0.17,0.67,0.7,0.1,0.51,0.51,0.74,0.43,0.22,0.64,0.01,0.22,0.38,0.89,0.05,0.19,0.17
NA,"URN:NBN:no-nb_digavis_altaposten_null_null_20220520_54_58_1","altaposten","Alta","20220520","2022","altaskiferen, en egen utstilling om Kåfjord kobberverk, Altasaken, sjøsamisk historie, jordbruk og fiske og Altas geologi. Med",2022-05-20,0.16,0.21,0.36,0.57,0.17,0.18,0.14,0.13,0.21,0.16,0.2,0.18,0.15,0.38,0.17,0.41,0.59,0.65,0.23,0.22,0.67,0.36,0.37,0.29,0.14,0.2,0.51,0.64,0.38,0.49,0.58,0.51,0.52,0.25,0.36,0.63,0.45,0.09,0.14,0.15,0.17,0.15,0.1,0.23,0.32,0.41,0.55,0.23,0.66,0.16,0.7,0.48,0.29,0.55,0.27,0.11,0.55,0.18,0.61,0.14,0.57,0.21,0.15,0.07,0.03,0.08
NA,"URN:NBN:no-nb_digavis_nordlys_null_null_20220801_0_175_1","nordlys","Tromsø","20220801","2022","annet på hva vi ble fortalt på 1970-1980-tallet om utbyggingen av Altaelva. Den var helt nødvendig av hensyn til energibehovet",2022-08-01,0.08,0.1,0.16,0.14,0.11,0.03,0.06,0.05,0.05,0.03,0.24,0.1,0.02,0.21,0.04,0.3,0.28,0.04,0.94,0.1,0.23,0.05,0.01,0.29,0.07,0.67,0.2,0.27,0.01,0.19,0.44,0.31,0.48,0.02,0.02,0.54,0.44,0.06,0.02,0.02,0.19,0.02,0.05,0.02,0.11,0.07,0.06,0.45,0.64,0.01,0.65,0.77,0.05,0.3,0.11,0.06,0.16,0.01,0.08,0.01,0.23,0.13,0.11,0.02,0.01,0.06
NA,"URN:NBN:no-nb_digavis_klaebuposten_null_null_20220706_15_27_1","klaebuposten","Klæbu","20220706","2022","at Arne Næss var inspirerende. Jeg tenkte å reise til Alta-aksjonen, en sak som jeg fulgte veldig tett, men det ble ikke",2022-07-06,0.14,0.8,0.78,0.32,0.26,0.19,0.16,0.06,0.14,0.03,0.23,0.72,0.05,0.49,0.21,0.6,0.74,0.34,0.45,0.63,0.63,0.39,0.58,0.63,0.29,0.48,0.53,0.66,0.21,0.44,0.5,0.44,0.46,0.15,0.19,0.58,0.31,0.57,0.2,0.06,0.11,0.13,0.11,0.39,0.68,0.4,0.46,0.32,0.48,0.12,0.81,0.4,0.5,0.57,0.25,0.42,0.43,0.07,0.57,0.07,0.24,0.46,0.03,0.02,0.55,0.12
NA,"URN:NBN:no-nb_digavis_dagbladet_null_null_20220910_154_210_1","dagbladet","Oslo","20220910","2022","at hans kolleger hadde begynt å gjennomføre utbyggingen i Alta­vassdraget, sa han derfor opp jobben sin med en visjon om",2022-09-10,0.12,0.08,0.56,0.19,0.14,0.11,0.35,0.07,0.09,0.11,0.4,0.21,0.02,0.58,0.18,0.49,0.66,0.25,0.73,0.3,0.71,0.37,0.03,0.7,0.31,0.52,0.59,0.56,0.48,0.8,0.25,0.73,0.65,0.07,0.14,0.69,0.23,0.15,0.06,0.03,0.11,0.07,0.07,0.12,0.45,0.15,0.1,0.09,0.28,0.13,0.58,0.7,0.2,0.42,0.47,0.54,0.36,0.07,0.39,0.01,0.17,0.18,0.31,0.05,0.05,0.12
NA,"URN:NBN:no-nb_digavis_altaposten_null_null_20220316_54_32_1","altaposten","Alta","20220316","2022","at ny runde må til. Det som er helt Må vurdere Alta-saken Jussprofessoren registrerer også at det i utredningen ikke nevnes",2022-03-16,0.16,0.63,0.45,0.45,0.2,0.2,0.14,0.17,0.5,0.19,0.56,0.32,0.18,0.81,0.4,0.73,0.68,0.38,0.29,0.57,0.65,0.33,0.59,0.67,0.35,0.71,0.58,0.63,0.55,0.59,0.54,0.55,0.59,0.16,0.08,0.54,0.36,0.54,0.16,0.25,0.24,0.21,0.15,0.25,0.38,0.26,0.26,0.22,0.27,0.08,0.48,0.61,0.19,0.9,0.31,0.48,0.53,0.44,0.5,0.07,0.12,0.69,0.21,0.11,0.29,0.15
NA,"URN:NBN:no-nb_digavis_finnmarkdagblad_null_null_20220112_109_6_1","finnmarkdagblad","Hammerfest","20220112","2022","atferd overfor to 13-årige jenter. Kim Gaare kig@fd.no ALTA: Saken havnet på politiets bord etter bekymringsmelding fra en",2022-01-12,0.17,0.1,0.32,0.22,0.11,0.08,0.07,0.03,0.07,0.03,0.13,0.07,0.33,0.9,0.19,0.63,0.7,0.28,0.19,0.13,0.52,0.06,0.08,0.29,0.03,0.26,0.25,0.69,0.57,0.47,0.52,0.8,0.73,0.04,0.09,0.41,0.26,0.18,0.05,0.51,0.04,0.11,0.4,0.21,0.31,0.54,0.18,0.22,0.17,0.08,0.59,0.58,0.12,0.58,0.17,0.11,0.48,0.29,0.4,0.01,0.23,0.18,0.06,0.09,0.06,0.06
NA,"URN:NBN:no-nb_digavis_vesteraalen_null_null_20221019_102_203_1","vesteraalen","Sortland","20221019","2022","av en tusenlapp. 21 rein i Finnmark Forut for utbygginga av Alta vasskraftverk ble det gjennomført ei utredning om",2022-10-19,0.47,0.17,0.41,0.39,0.13,0.13,0.14,0.11,0.15,0.09,0.16,0.15,0.04,0.7,0.16,0.9,0.69,0.8,0.38,0.2,0.74,0.38,0.23,0.68,0.1,0.39,0.69,0.69,0.36,0.42,0.34,0.42,0.32,0.16,0.25,0.67,0.47,0.22,0.11,0.11,0.16,0.14,0.23,0.14,0.28,0.2,0.38,0.2,0.43,0.16,0.55,0.31,0.28,0.08,0.17,0.13,0.34,0.12,0.39,0.04,0.34,0.2,0.12,0.06,0.13,0.15
NA,"URN:NBN:no-nb_digavis_drammenstidende_null_null_20220801_0_175_1","drammenstidende","Drammen","20220801","2022","av Helitrans og styrtet i fjellområdet Skoddevarre nær Alta. – Saken mot piloten er henlagt på grunn av mistenktes",2022-08-01,0.17,0.07,0.12,0.13,0.14,0.11,0.09,0.04,0.47,0.02,0.18,0.07,0.06,0.76,0.14,0.36,0.79,0.22,0.19,0.27,0.64,0.21,0.15,0.65,0.12,0.11,0.47,0.67,0.45,0.32,0.55,0.46,0.5,0.03,0.04,0.26,0.22,0.07,0.05,0.06,0.09,0.12,0.27,0.09,0.31,0.22,0.21,0.17,0.21,0.14,0.55,0.5,0.15,0.41,0.2,0.04,0.35,0.21,0.38,0.01,0.16,0.45,0.06,0.02,0.04,0.03
NA,"URN:NBN:no-nb_digavis_dagsavisen_null_null_20220730_137_174_1","dagsavisen","Oslo","20220730","2022","av Helitrans og styrtet i fjellområdet Skoddevarre nær Alta. – Saken mot piloten er henlagt på grunn av mistenktes",2022-07-30,0.17,0.07,0.12,0.13,0.14,0.11,0.09,0.04,0.47,0.02,0.18,0.07,0.06,0.76,0.14,0.36,0.79,0.22,0.19,0.27,0.64,0.21,0.15,0.65,0.12,0.11,0.47,0.67,0.45,0.32,0.55,0.46,0.5,0.03,0.04,0.26,0.22,0.07,0.05,0.06,0.09,0.12,0.27,0.09,0.31,0.22,0.21,0.17,0.21,0.14,0.55,0.5,0.15,0.41,0.2,0.04,0.35,0.21,0.38,0.01,0.16,0.45,0.06,0.02,0.04,0.03
NA,"URN:NBN:no-nb_digavis_itromso_null_null_20220211_124_35_1","itromso","Tromsø","20220211","2022","av Mette Brantzeg. Hun har laget dokumentarisk teater om Alta-aksjonen 40 år etter opprøret. Dette er noe jeg har lyst",2022-02-11,0.42,0.86,0.94,0.5,0.43,0.17,0.2,0.17,0.18,0.11,0.51,0.76,0.17,0.55,0.5,0.55,0.81,0.6,0.18,0.66,0.65,0.27,0.4,0.82,0.23,0.25,0.68,0.72,0.54,0.69,0.68,0.74,0.95,0.07,0.06,0.65,0.55,0.66,0.16,0.1,0.21,0.12,0.23,0.59,0.77,0.48,0.31,0.45,0.87,0.64,0.81,0.59,0.5,0.58,0.47,0.47,0.53,0.12,0.61,0.05,0.51,0.23,0.19,0.09,0.34,0.17
NA,"URN:NBN:no-nb_digavis_itromso_null_null_20221121_124_271_1","itromso","Tromsø","20221121","2022","av Ole Giæver åpner festivalen. Filmen er basert på Altaaksjonen og menneskene som kjempet for samiske rettigheter TROMSDALEN",2022-11-21,0.96,0.46,0.9,0.24,0.11,0.4,0.18,0.06,0.09,0.02,0.14,0.88,0.03,0.5,0.1,0.18,0.47,0.1,0.1,0.87,0.1,0.05,0.18,0.54,0.02,0.07,0.9,0.61,0.14,0.86,0.56,0.51,0.95,0.03,0.01,0.49,0.53,0.61,0.09,0.05,0.07,0.08,0.08,0.56,0.66,0.16,0.07,0.17,0.73,0.46,0.67,0.3,0.22,0.35,0.16,0.18,0.24,0.03,0.12,0.01,0.2,0.4,0.07,0.01,0.07,0.03
NA,"URN:NBN:no-nb_digavis_klassekampen_null_null_20220611_54_132_1","klassekampen","Oslo","20220611","2022","av sakene. Det betød ikke at den alltid vant fram. Alta­saken er et markant eksempel. Men det var en realistisk",2022-06-11,0.1,0.62,0.52,0.22,0.03,0.01,0.3,0.08,0.4,0.02,0.44,0.44,0.04,0.75,0.1,0.34,0.51,0.16,0.21,0.57,0.41,0.13,0.44,0.65,0.39,0.56,0.45,0.56,0.33,0.63,0.63,0.56,0.72,0.08,0.05,0.55,0.65,0.64,0.02,0.11,0.15,0.02,0.08,0.22,0.23,0.26,0.16,0.12,0.58,0.01,0.69,0.56,0.13,0.46,0.3,0.24,0.45,0.13,0.41,0.01,0.38,0.82,0.12,0,0.2,0.01
NA,"URN:NBN:no-nb_digavis_adresseavisen_null_null_20220818_256_190_1","adresseavisen","Trondheim","20220818","2022","Både bildene og hennes politiske engasjement skildres fra Alta-aksjonen som ung kunstner og fram til klimademonstrasjon i Oslo",2022-08-18,0.02,0.27,0.84,0.36,0.09,0.15,0.26,0.02,0.05,0.03,0.09,0.35,0.02,0.23,0.22,0.21,0.52,0.08,0.04,0.12,0.23,0.56,0.1,0.22,0.03,0.04,0.1,0.32,0.07,0.15,0.19,0.21,0.45,0.04,0.01,0.83,0.27,0.29,0.02,0.01,0.04,0.03,0.04,0.02,0.3,0.03,0.01,0.11,0.72,0.23,0.65,0.08,0.22,0.15,0.1,0.08,0.1,0.01,0.06,0.01,0.23,0.05,0.08,0.06,0.05,0.07
NA,"URN:NBN:no-nb_digavis_ryfylke_null_null_20220121_96_6_1","ryfylke","Sauda","20220121","2022","BEAUNMA £ | Demonstrasjon i 1979 mot utbygging av Alta-Kautokeinovassdraget. Fleire hundre norske elver er verna. Foto: Per Løchen",2022-01-21,0.4,0.96,0.93,0.74,0.17,0.32,0.23,0.17,0.24,0.07,0.37,0.97,0.17,0.57,0.15,0.35,0.71,0.28,0.14,0.66,0.73,0.81,0.95,0.77,0.26,0.22,0.54,0.56,0.34,0.75,0.36,0.58,0.78,0.05,0.08,0.61,0.44,0.38,0.27,0.28,0.2,0.1,0.11,0.41,0.73,0.25,0.19,0.26,0.61,0.24,0.66,0.5,0.5,0.41,0.5,0.28,0.42,0.12,0.43,0.16,0.29,0.33,0.26,0.06,0.07,0.09
NA,"URN:NBN:no-nb_digavis_kronstadposten_null_null_20220812_13_30_1","kronstadposten","Alta","20220812","2022","Begynnelsen på 1980-årene var de store politiske kampers ti-år. Alta-saken ruver som den største. Konfliktnivået var høyt, følelsene og",2022-08-12,0.13,0.79,0.59,0.55,0.11,0.19,0.76,0.15,0.1,0.07,0.25,0.51,0.06,0.43,0.2,0.53,0.73,0.13,0.34,0.48,0.72,0.4,0.63,0.51,0.11,0.75,0.51,0.66,0.23,0.92,0.73,0.49,0.97,0.02,0.01,0.08,0.28,0.59,0.11,0.1,0.13,0.03,0.05,0.16,0.23,0.14,0.01,0.16,0.57,0.09,0.75,0.52,0.05,0.3,0.24,0.2,0.2,0.03,0.31,0,0.14,0.26,0.31,0.03,0.33,0.05
NA,"URN:NBN:no-nb_digavis_ruijankaiku_null_null_20220131_28_1_1","ruijankaiku","Alta","20220131","2022","blant be- Ruijan Kaiku | 31.01.2022 folkningen i Børselv. Altasaken i overgangen fra 1970-til 1980-tallet og den påfølgende samiske",2022-01-31,0.9,0.68,0.64,0.66,0.38,0.38,0.31,0.19,0.33,0.12,0.55,0.54,0.12,0.88,0.45,0.6,0.73,0.57,0.27,0.7,0.76,0.24,0.52,0.86,0.2,0.59,0.72,0.77,0.34,0.7,0.65,0.6,0.85,0.1,0.18,0.72,0.54,0.65,0.19,0.12,0.27,0.45,0.12,0.25,0.47,0.31,0.25,0.59,0.78,0.22,0.81,0.53,0.21,0.49,0.37,0.29,0.48,0.14,0.56,0.02,0.4,0.81,0.17,0.09,0.15,0.1
NA,"URN:NBN:no-nb_digavis_romerikesblad_null_null_20221126_121_276_1","romerikesblad","Lillestrøm","20221126","2022","ble dømt for oppvigleri for sitt engasjement mot utbyggingen av Alta-og Kautokeinovassdraget. Men han var også mannen som",2022-11-26,0.61,0.89,0.81,0.61,0.38,0.5,0.48,0.19,0.68,0.12,0.5,0.76,0.19,0.82,0.32,0.66,0.89,0.59,0.36,0.71,0.82,0.62,0.25,0.85,0.21,0.55,0.72,0.66,0.49,0.64,0.57,0.72,0.87,0.08,0.04,0.32,0.26,0.33,0.18,0.2,0.23,0.18,0.21,0.51,0.6,0.5,0.16,0.45,0.48,0.19,0.72,0.76,0.39,0.57,0.47,0.6,0.32,0.29,0.66,0.03,0.24,0.9,0.52,0.13,0.1,0.29
NA,"URN:NBN:no-nb_digavis_stavangeraftenblad_null_null_20220530_130_0_1","stavangeraftenblad","Stavanger","20220530","2022","ble kunngjort. 1980 Stortinget vedtok utbyg- ging av Alta-Kautokeinovassdraget. 1983 Morgenbladet ble begjært konkurs. 1990 I Kroatia",2022-05-30,0.45,0.25,0.56,0.64,0.27,0.29,0.37,0.32,0.52,0.5,0.78,0.48,0.48,0.8,0.5,0.62,0.73,0.58,0.51,0.33,0.68,0.27,0.18,0.6,0.26,0.52,0.65,0.61,0.4,0.57,0.36,0.44,0.48,0.29,0.27,0.87,0.63,0.39,0.2,0.26,0.91,0.26,0.27,0.18,0.47,0.2,0.49,0.62,0.61,0.37,0.69,0.41,0.37,0.35,0.2,0.37,0.38,0.42,0.41,0.14,0.56,0.62,0.36,0.25,0.15,0.3
NA,"URN:NBN:no-nb_digavis_stavangeraftenblad_null_null_20220114_130_0_1","stavangeraftenblad","Stavanger","20220114","2022","ble satt inn for å fjerne demonstrantene mot Alta - utbyggingen i Stilla. 1985Israel startet tilbaketrek- ningen fra Sør-Libanon",2022-01-14,0.3,0.94,0.89,0.57,0.46,0.46,0.56,0.41,0.54,0.37,0.67,0.91,0.67,0.73,0.51,0.65,0.96,0.61,0.23,0.7,0.73,0.42,0.59,0.64,0.13,0.56,0.69,0.71,0.49,0.72,0.56,0.58,0.79,0.4,0.1,0.78,0.57,0.74,0.46,0.73,0.29,0.2,0.3,0.71,0.8,0.65,0.23,0.51,0.46,0.25,0.69,0.53,0.47,0.58,0.64,0.69,0.5,0.41,0.69,0.04,0.45,0.55,0.65,0.14,0.65,0.44
