"dhlabid","urn","title","city","timestamp","year","conc","date","samesaken","Alta.samfunnet.er.i.mot.utbygging","protestbevegelse","at.et.møte.blir.arrangert","tv.program","produksjon.av.film","partipolitikk","kommunestyret","domstoler","regjeringen","myndigheter","demonstranter","politiet","saksbehandling.og.juridiske.prosesser","bygging.av.vei.og.anleggsvirksomhet","undersøkelser.og.utredning","arrestasjoner.og.bruk.av.tvangsmidler","økonomisk.og.næringsmessig.nytte","må.ha.kraft.og.strøm","konflikt.mellom.samer.og.nordmenn","rettigheter.til.land.og.ressurser","natur.og.miljø","vern.av.vassdrag","trussel.mot.samisk.kultur.og.næring","trussel.mot.laksefiske","Alta.kautokeinovassdraget.bør.bygges.ut","samiske.særrettigheter","utsatt.og.usikkerhet","unødvendig","splittelse.og.uenighet","vanskelig.å.snakke.om","urettferdig","opprivende","forsoning","samhold.og.enighet","handlekraft.og.beslutninger","tydelig.og.bestemtrettsak","leiren.i.Stilla","sultestreik","politiaksjonen","stortingets.vedtak","opprettelsen.av.Sametinget","Finnmarksloven","udemokratiske.protester","sivil.ulydighet","demonstrantene.opptrer.dårlig","ikke.voldelige","mediedekning","historisk.betydning","kunst.og.kultur","husker.eller.minnes","feilinformasjon","Konstruktiv.sivil.ulydighet","Manglende.utredning.om.konsekvenser","skeptisk.kraftprognose.motstand","meningsløs.kraftutbygging","Skeptisk.til.ulydighet","lov.og.orden","overdrevet.maktbruk.av.myndigheter.og.politi","fredelige.demonstranter","tydelig.og.bestemt","rettsak","arbeiderpartiet","gasskraftverk","neddemming.av.Masi","Kraftlinjer"
NA,"URN:NBN:no-nb_digavis_fosnafolket_null_null_20191015_56_80_1","fosnafolket","Brekstad","20191015","2019","1979 – Alta-aksjonen; Ap-regjeringen lover å utsette utbyggingen av Alta-vassdraget. Samene som hadde sultestreiket utenfor Stortinget",2019-10-15,0.96,0.95,0.96,0.46,0.15,0.15,0.89,0.11,0.17,0.72,0.79,0.96,0.04,0.75,0.22,0.31,0.89,0.27,0.49,0.91,0.73,0.5,0.31,0.85,0.07,0.69,0.81,0.84,0.62,0.88,0.58,0.78,0.9,0.03,0.02,0.53,0.51,0.58,0.97,0.06,0.43,0.08,0.11,0.81,0.82,0.63,0.24,0.23,0.72,0.1,0.71,0.65,0.39,0.5,0.58,0.73,0.49,0.28,0.65,0.03,0.25,0.46,0.89,0.05,0.13,0.11
NA,"URN:NBN:no-nb_digavis_nyttiuka_null_null_20191009_34_40_1","nyttiuka","Ålesund","20191009","2019","1979 – Alta-aksjonen; Ap-regjeringen lover å utsette utbyggingen av Alta-vassdraget. Samene som hadde sultestreiket utenfor Stortinget i",2019-10-09,0.96,0.95,0.96,0.44,0.17,0.17,0.88,0.14,0.19,0.72,0.81,0.96,0.06,0.73,0.27,0.34,0.89,0.27,0.48,0.89,0.75,0.52,0.32,0.85,0.09,0.7,0.79,0.84,0.64,0.88,0.54,0.78,0.9,0.03,0.02,0.53,0.53,0.51,0.96,0.06,0.4,0.08,0.11,0.8,0.82,0.63,0.26,0.27,0.69,0.15,0.76,0.66,0.4,0.49,0.59,0.74,0.48,0.26,0.62,0.03,0.24,0.47,0.88,0.06,0.11,0.13
NA,"URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20191015_145_239_1","faedrelandsvennen","Kristiansand","20191015","2019","1979 – Alta-aksjonen; Ap-regjeringen lover å utsette utbyggingen av Alta-vassdraget. Samene som hadde sultestreiket utenfor Stortinget i",2019-10-15,0.96,0.95,0.96,0.44,0.17,0.17,0.88,0.14,0.19,0.72,0.81,0.96,0.06,0.73,0.27,0.34,0.89,0.27,0.48,0.89,0.75,0.52,0.32,0.85,0.09,0.7,0.79,0.84,0.64,0.88,0.54,0.78,0.9,0.03,0.02,0.53,0.53,0.51,0.96,0.06,0.4,0.08,0.11,0.8,0.82,0.63,0.26,0.27,0.69,0.15,0.76,0.66,0.4,0.49,0.59,0.74,0.48,0.26,0.62,0.03,0.24,0.47,0.88,0.06,0.11,0.13
NA,"URN:NBN:no-nb_digavis_verdensgang_null_null_20191015_0_265_1","verdensgang","Oslo","20191015","2019","1979 ● Ap-regjeringen lover å utsette utbyggingen av Alta-vassdraget. Samene som hadde sultestreiket utenfor Stortinget i protest",2019-10-15,0.97,0.96,0.97,0.59,0.28,0.23,0.92,0.17,0.31,0.89,0.91,0.96,0.11,0.85,0.39,0.58,0.91,0.51,0.65,0.93,0.88,0.76,0.57,0.88,0.16,0.76,0.89,0.89,0.68,0.93,0.71,0.82,0.92,0.07,0.02,0.7,0.4,0.65,0.97,0.12,0.79,0.16,0.16,0.84,0.85,0.62,0.28,0.45,0.75,0.17,0.79,0.74,0.45,0.64,0.71,0.84,0.58,0.55,0.72,0.02,0.22,0.64,0.93,0.09,0.19,0.3
NA,"URN:NBN:no-nb_digavis_andoyposten_null_null_20190917_41_73_1","andoyposten","Andenes","20190917","2019","1979 blir 80 demonstranter fjernet med makt fra Stilla i Alta-aksjonen. Det blir ilagt store bøter av politiet.I 1991 ble den",2019-09-17,0.26,0.71,0.91,0.44,0.13,0.2,0.18,0.1,0.4,0.04,0.5,0.96,0.9,0.83,0.22,0.29,0.98,0.21,0.13,0.58,0.46,0.37,0.36,0.68,0.1,0.17,0.56,0.55,0.42,0.5,0.33,0.64,0.86,0.07,0.01,0.6,0.35,0.79,0.11,0.78,0.08,0.16,0.23,0.63,0.72,0.65,0.06,0.18,0.56,0.14,0.71,0.44,0.12,0.39,0.27,0.35,0.45,0.61,0.76,0.01,0.23,0.8,0.3,0.06,0.3,0.21
NA,"URN:NBN:no-nb_digavis_hitrafroya_null_null_20191220_46_99_1","hitrafroya","Hitra","20191220","2019","1979 var det store demonstrasjoner mot utbyggingen av Alta-Kautokeinovassdraget. Det gjaldt ikke bare vern av naturen i seg",2019-12-20,0.63,0.94,0.97,0.64,0.17,0.12,0.46,0.18,0.2,0.14,0.54,0.97,0.11,0.51,0.13,0.45,0.71,0.15,0.17,0.76,0.94,0.89,0.95,0.85,0.09,0.22,0.87,0.74,0.55,0.94,0.69,0.74,0.95,0.24,0.1,0.8,0.58,0.51,0.16,0.25,0.59,0.19,0.22,0.53,0.83,0.18,0.11,0.43,0.83,0.04,0.54,0.55,0.68,0.56,0.84,0.82,0.67,0.17,0.42,0.06,0.36,0.66,0.4,0.06,0.06,0.12
NA,"URN:NBN:no-nb_digavis_vikebladet_null_null_20191015_89_80_1","vikebladet","Ulsteinvik","20191015","2019","1979: Alta-aksjonen. AP-regje- ringa lova å utsetja utbygginga av Alta-vass- draget. Samane som hadde svoltestreika utanfor Stortinget",2019-10-15,0.97,0.94,0.97,0.5,0.26,0.22,0.89,0.16,0.2,0.89,0.86,0.96,0.07,0.74,0.33,0.47,0.89,0.31,0.53,0.89,0.81,0.47,0.36,0.88,0.12,0.72,0.78,0.85,0.53,0.88,0.49,0.75,0.91,0.04,0.04,0.63,0.53,0.6,0.95,0.09,0.7,0.12,0.11,0.74,0.82,0.66,0.21,0.27,0.63,0.16,0.74,0.78,0.43,0.55,0.61,0.6,0.47,0.26,0.67,0.04,0.29,0.4,0.91,0.04,0.13,0.17
NA,"URN:NBN:no-nb_digavis_vikebladet_null_null_20191015_89_80_1","vikebladet","Ulsteinvik","20191015","2019","1979: Alta-aksjonen. AP-regjeringa lova å utsetja utbygginga av Alta-vassdraget. Samane som hadde svoltestreika utanfor Stortinget i",2019-10-15,0.96,0.95,0.97,0.5,0.24,0.24,0.88,0.15,0.22,0.85,0.85,0.97,0.06,0.75,0.24,0.49,0.92,0.37,0.59,0.91,0.78,0.36,0.32,0.9,0.1,0.71,0.76,0.86,0.58,0.9,0.47,0.78,0.96,0.04,0.04,0.66,0.62,0.58,0.93,0.12,0.61,0.11,0.16,0.82,0.85,0.69,0.28,0.27,0.66,0.19,0.8,0.77,0.42,0.58,0.61,0.68,0.51,0.29,0.68,0.04,0.34,0.63,0.9,0.03,0.14,0.14
NA,"URN:NBN:no-nb_digavis_sagat_null_null_20190215_63_32_1","sagat","Lakselv","20190215","2019","1982 og dreide seg om utbygging av kraftverk i Alta-Kautokeino-vassdraget. Folkeaksjonen som oppsto tok i bruk blant annet",2019-02-15,0.38,0.52,0.93,0.28,0.12,0.12,0.18,0.08,0.09,0.04,0.18,0.76,0.06,0.71,0.07,0.53,0.81,0.49,0.83,0.56,0.49,0.37,0.02,0.84,0.11,0.93,0.71,0.63,0.32,0.66,0.54,0.46,0.89,0.02,0.09,0.66,0.45,0.21,0.11,0.06,0.19,0.07,0.12,0.33,0.5,0.23,0.02,0.2,0.47,0.14,0.45,0.42,0.31,0.4,0.42,0.53,0.21,0.06,0.28,0.01,0.33,0.28,0.17,0.03,0.03,0.14
NA,"URN:NBN:no-nb_digavis_altaposten_null_null_20190927_51_111_1","altaposten","Alta","20190927","2019","1983 ga en ny politisk epoke for Alta. Kampen om Alta-utbyggingen hadde brutt det røde hegemoniet som hadde vart siden",2019-09-27,0.17,0.51,0.74,0.63,0.18,0.27,0.77,0.22,0.12,0.24,0.63,0.49,0.11,0.42,0.29,0.56,0.73,0.27,0.43,0.56,0.74,0.13,0.11,0.53,0.04,0.86,0.64,0.69,0.25,0.42,0.55,0.43,0.85,0.05,0.02,0.8,0.38,0.35,0.22,0.1,0.43,0.07,0.06,0.12,0.29,0.19,0.13,0.22,0.84,0.07,0.62,0.4,0.2,0.23,0.31,0.42,0.3,0.19,0.36,0.01,0.28,0.2,0.34,0.04,0.08,0.11
NA,"URN:NBN:no-nb_digavis_vesteraalen_null_null_20190406_99_68_1","vesteraalen","Sortland","20190406","2019","2 5 000 (45:66) Norsk talkshow fra 2019. Opptakten til Alta-aksjonen på 1970-tallet handlet om bygda Masi som kunne bli lagt",2019-04-06,0.23,0.46,0.69,0.24,0.58,0.12,0.07,0.09,0.11,0.03,0.13,0.26,0.05,0.28,0.21,0.33,0.54,0.14,0.09,0.53,0.52,0.18,0.14,0.75,0.09,0.19,0.47,0.76,0.24,0.26,0.6,0.52,0.79,0.04,0.03,0.3,0.45,0.37,0.1,0.08,0.11,0.09,0.13,0.22,0.44,0.12,0.21,0.21,0.48,0.07,0.51,0.46,0.16,0.41,0.33,0.21,0.47,0.06,0.19,0.02,0.25,0.19,0.1,0.06,0.83,0.1
NA,"URN:NBN:no-nb_digavis_lindesnes_null_null_20190408_131_56_1","lindesnes","Lindesnes","20190408","2019","20 Norge nå (45:66) Norsk talkshow fra 2019. Opptakten til Alta-aksjonen på 1970-tallet handlet om bygda Masi som kunne bli lagt",2019-04-08,0.22,0.5,0.65,0.17,0.44,0.11,0.09,0.1,0.11,0.03,0.12,0.24,0.05,0.31,0.23,0.28,0.56,0.13,0.08,0.53,0.52,0.17,0.16,0.74,0.08,0.2,0.48,0.81,0.27,0.27,0.6,0.56,0.8,0.04,0.02,0.37,0.42,0.37,0.1,0.08,0.11,0.1,0.13,0.22,0.47,0.11,0.22,0.2,0.54,0.07,0.56,0.42,0.15,0.42,0.37,0.23,0.48,0.06,0.19,0.02,0.25,0.14,0.13,0.07,0.84,0.09
NA,"URN:NBN:no-nb_digavis_more_null_null_20190406_118_41_1","more","Volda","20190406","2019","20 Norge nå (45:66) Norsk talkshow fra 2019. Opptakten til Alta-aksjonen på 1970-tallet handlet om bygda Masi som kunne bli lagt",2019-04-06,0.22,0.5,0.65,0.17,0.44,0.11,0.09,0.1,0.11,0.03,0.12,0.24,0.05,0.31,0.23,0.28,0.56,0.13,0.08,0.53,0.52,0.17,0.16,0.74,0.08,0.2,0.48,0.81,0.27,0.27,0.6,0.56,0.8,0.04,0.02,0.37,0.42,0.37,0.1,0.08,0.11,0.1,0.13,0.22,0.47,0.11,0.22,0.2,0.54,0.07,0.56,0.42,0.15,0.42,0.37,0.23,0.48,0.06,0.19,0.02,0.25,0.14,0.13,0.07,0.84,0.09
NA,"URN:NBN:no-nb_digavis_hardangerfolkeblad_null_null_20190408_70_42_1","hardangerfolkeblad","Odda","20190408","2019","20 Norge nå (45:66) Norsk talkshow fra 2019. Opptakten til Alta-aksjonen på 1970-tallet handlet om bygda Masi som kunne bli lagt",2019-04-08,0.22,0.5,0.65,0.17,0.44,0.11,0.09,0.1,0.11,0.03,0.12,0.24,0.05,0.31,0.23,0.28,0.56,0.13,0.08,0.53,0.52,0.17,0.16,0.74,0.08,0.2,0.48,0.81,0.27,0.27,0.6,0.56,0.8,0.04,0.02,0.37,0.42,0.37,0.1,0.08,0.11,0.1,0.13,0.22,0.47,0.11,0.22,0.2,0.54,0.07,0.56,0.42,0.15,0.42,0.37,0.23,0.48,0.06,0.19,0.02,0.25,0.14,0.13,0.07,0.84,0.09
NA,"URN:NBN:no-nb_digavis_listertjuefjorten_null_null_20190408_129_56_1","listertjuefjorten","Farsund","20190408","2019","20 Norge nå (45:66) Norsk talkshow fra 2019. Opptakten til Alta-aksjonen på 1970-tallet handlet om bygda Masi som kunne bli lagt",2019-04-08,0.22,0.5,0.65,0.17,0.44,0.11,0.09,0.1,0.11,0.03,0.12,0.24,0.05,0.31,0.23,0.28,0.56,0.13,0.08,0.53,0.52,0.17,0.16,0.74,0.08,0.2,0.48,0.81,0.27,0.27,0.6,0.56,0.8,0.04,0.02,0.37,0.42,0.37,0.1,0.08,0.11,0.1,0.13,0.22,0.47,0.11,0.22,0.2,0.54,0.07,0.56,0.42,0.15,0.42,0.37,0.23,0.48,0.06,0.19,0.02,0.25,0.14,0.13,0.07,0.84,0.09
NA,"URN:NBN:no-nb_digavis_raumnes_null_null_20190406_163_41_1","raumnes","Nes","20190406","2019","20 Norge nå (45:66) Norsk talkshow fra 2019. Opptakten til Alta-aksjonen på 1970-tallet handlet om bygda Masi som kunne bli lagt",2019-04-06,0.22,0.5,0.65,0.17,0.44,0.11,0.09,0.1,0.11,0.03,0.12,0.24,0.05,0.31,0.23,0.28,0.56,0.13,0.08,0.53,0.52,0.17,0.16,0.74,0.08,0.2,0.48,0.81,0.27,0.27,0.6,0.56,0.8,0.04,0.02,0.37,0.42,0.37,0.1,0.08,0.11,0.1,0.13,0.22,0.47,0.11,0.22,0.2,0.54,0.07,0.56,0.42,0.15,0.42,0.37,0.23,0.48,0.06,0.19,0.02,0.25,0.14,0.13,0.07,0.84,0.09
NA,"URN:NBN:no-nb_digavis_venneslatidende_null_null_20190405_31_27_1","venneslatidende","Vennesla","20190405","2019","20 Norge nå (45:66) Norsk talkshow fra 2019. Opptakten til Alta-aksjonen på 1970-tallet handlet om bygda Masi som kunne bli lagt",2019-04-05,0.22,0.5,0.65,0.17,0.44,0.11,0.09,0.1,0.11,0.03,0.12,0.24,0.05,0.31,0.23,0.28,0.56,0.13,0.08,0.53,0.52,0.17,0.16,0.74,0.08,0.2,0.48,0.81,0.27,0.27,0.6,0.56,0.8,0.04,0.02,0.37,0.42,0.37,0.1,0.08,0.11,0.1,0.13,0.22,0.47,0.11,0.22,0.2,0.54,0.07,0.56,0.42,0.15,0.42,0.37,0.23,0.48,0.06,0.19,0.02,0.25,0.14,0.13,0.07,0.84,0.09
NA,"URN:NBN:no-nb_digavis_jaerbladet_null_null_20190408_71_42_1","jaerbladet","Bryne","20190408","2019","20 Norge nå (45:66) Norsk talkshow fra 2019. Opptakten til Alta-aksjonen på 1970-tallet handlet om bygda Masi som kunne bli lagt",2019-04-08,0.22,0.5,0.65,0.17,0.44,0.11,0.09,0.1,0.11,0.03,0.12,0.24,0.05,0.31,0.23,0.28,0.56,0.13,0.08,0.53,0.52,0.17,0.16,0.74,0.08,0.2,0.48,0.81,0.27,0.27,0.6,0.56,0.8,0.04,0.02,0.37,0.42,0.37,0.1,0.08,0.11,0.1,0.13,0.22,0.47,0.11,0.22,0.2,0.54,0.07,0.56,0.42,0.15,0.42,0.37,0.23,0.48,0.06,0.19,0.02,0.25,0.14,0.13,0.07,0.84,0.09
NA,"URN:NBN:no-nb_digavis_akersavisgroruddalen_null_null_20190405_92_27_1","akersavisgroruddalen","Oslo","20190405","2019","20 Norge nå (45:66) Norsk talkshow fra 2019. Opptakten til Alta-aksjonen på 1970-tallet handlet om bygda Masi som kunne bli lagt",2019-04-05,0.22,0.5,0.65,0.17,0.44,0.11,0.09,0.1,0.11,0.03,0.12,0.24,0.05,0.31,0.23,0.28,0.56,0.13,0.08,0.53,0.52,0.17,0.16,0.74,0.08,0.2,0.48,0.81,0.27,0.27,0.6,0.56,0.8,0.04,0.02,0.37,0.42,0.37,0.1,0.08,0.11,0.1,0.13,0.22,0.47,0.11,0.22,0.2,0.54,0.07,0.56,0.42,0.15,0.42,0.37,0.23,0.48,0.06,0.19,0.02,0.25,0.14,0.13,0.07,0.84,0.09
NA,"URN:NBN:no-nb_digavis_lillesandsposten_null_null_20190405_150_27_1","lillesandsposten","Lillesand","20190405","2019","20 Norge nå (45:66) Norsk talkshow fra 2019. Opptakten til Alta-aksjonen på 1970-tallet handlet om bygda Masi som kunne bli lagt",2019-04-05,0.22,0.5,0.65,0.17,0.44,0.11,0.09,0.1,0.11,0.03,0.12,0.24,0.05,0.31,0.23,0.28,0.56,0.13,0.08,0.53,0.52,0.17,0.16,0.74,0.08,0.2,0.48,0.81,0.27,0.27,0.6,0.56,0.8,0.04,0.02,0.37,0.42,0.37,0.1,0.08,0.11,0.1,0.13,0.22,0.47,0.11,0.22,0.2,0.54,0.07,0.56,0.42,0.15,0.42,0.37,0.23,0.48,0.06,0.19,0.02,0.25,0.14,0.13,0.07,0.84,0.09
NA,"URN:NBN:no-nb_digavis_fanaposten_null_null_20190405_41_27_1","fanaposten","Bergen","20190405","2019","20 Norge nå (45:66) Norsk talkshow fra 2019. Opptakten til Alta-aksjonen på 1970-tallet handlet om bygda Masi som kunne bli lagt",2019-04-05,0.22,0.5,0.65,0.17,0.44,0.11,0.09,0.1,0.11,0.03,0.12,0.24,0.05,0.31,0.23,0.28,0.56,0.13,0.08,0.53,0.52,0.17,0.16,0.74,0.08,0.2,0.48,0.81,0.27,0.27,0.6,0.56,0.8,0.04,0.02,0.37,0.42,0.37,0.1,0.08,0.11,0.1,0.13,0.22,0.47,0.11,0.22,0.2,0.54,0.07,0.56,0.42,0.15,0.42,0.37,0.23,0.48,0.06,0.19,0.02,0.25,0.14,0.13,0.07,0.84,0.09
NA,"URN:NBN:no-nb_digavis_grimstadadressetiden_null_null_20190406_164_41_1","grimstadadressetiden","Grimstad","20190406","2019","20 Norge nå (45:66) Norsk talkshow fra 2019. Opptakten til Alta-aksjonen på 1970-tallet handlet om bygda Masi som kunne bli lagt",2019-04-06,0.22,0.5,0.65,0.17,0.44,0.11,0.09,0.1,0.11,0.03,0.12,0.24,0.05,0.31,0.23,0.28,0.56,0.13,0.08,0.53,0.52,0.17,0.16,0.74,0.08,0.2,0.48,0.81,0.27,0.27,0.6,0.56,0.8,0.04,0.02,0.37,0.42,0.37,0.1,0.08,0.11,0.1,0.13,0.22,0.47,0.11,0.22,0.2,0.54,0.07,0.56,0.42,0.15,0.42,0.37,0.23,0.48,0.06,0.19,0.02,0.25,0.14,0.13,0.07,0.84,0.09
NA,"URN:NBN:no-nb_digavis_hordaland_null_null_20190406_136_41_1","hordaland","Voss","20190406","2019","20 Norge nå (45:66) Norsk talkshow fra 2019. Opptakten til Alta-aksjonen på 1970-tallet handlet om bygda Masi som kunne bli lagt",2019-04-06,0.22,0.5,0.65,0.17,0.44,0.11,0.09,0.1,0.11,0.03,0.12,0.24,0.05,0.31,0.23,0.28,0.56,0.13,0.08,0.53,0.52,0.17,0.16,0.74,0.08,0.2,0.48,0.81,0.27,0.27,0.6,0.56,0.8,0.04,0.02,0.37,0.42,0.37,0.1,0.08,0.11,0.1,0.13,0.22,0.47,0.11,0.22,0.2,0.54,0.07,0.56,0.42,0.15,0.42,0.37,0.23,0.48,0.06,0.19,0.02,0.25,0.14,0.13,0.07,0.84,0.09
NA,"URN:NBN:no-nb_digavis_vesttelemarkblad_null_null_20190405_47_27_1","vesttelemarkblad","Kviteseid","20190405","2019","20 Norge nå (45:66) Norsk talkshow fra 2019. Opptakten til Alta-aksjonen på 1970-tallet handlet om bygda Masi som kunne bli lagt",2019-04-05,0.22,0.5,0.65,0.17,0.44,0.11,0.09,0.1,0.11,0.03,0.12,0.24,0.05,0.31,0.23,0.28,0.56,0.13,0.08,0.53,0.52,0.17,0.16,0.74,0.08,0.2,0.48,0.81,0.27,0.27,0.6,0.56,0.8,0.04,0.02,0.37,0.42,0.37,0.1,0.08,0.11,0.1,0.13,0.22,0.47,0.11,0.22,0.2,0.54,0.07,0.56,0.42,0.15,0.42,0.37,0.23,0.48,0.06,0.19,0.02,0.25,0.14,0.13,0.07,0.84,0.09
NA,"URN:NBN:no-nb_digavis_demokraten_null_null_20190406_113_41_1","demokraten","Fredrikstad","20190406","2019","20 Norge nå (45:66) Norsk talkshow fra 2019. Opptakten til Alta-aksjonen på 1970-tallet handlet om bygda Masi som kunne bli lagt",2019-04-06,0.22,0.5,0.65,0.17,0.44,0.11,0.09,0.1,0.11,0.03,0.12,0.24,0.05,0.31,0.23,0.28,0.56,0.13,0.08,0.53,0.52,0.17,0.16,0.74,0.08,0.2,0.48,0.81,0.27,0.27,0.6,0.56,0.8,0.04,0.02,0.37,0.42,0.37,0.1,0.08,0.11,0.1,0.13,0.22,0.47,0.11,0.22,0.2,0.54,0.07,0.56,0.42,0.15,0.42,0.37,0.23,0.48,0.06,0.19,0.02,0.25,0.14,0.13,0.07,0.84,0.09
NA,"URN:NBN:no-nb_digavis_varingen_null_null_20190405_74_28_1","varingen","Nittedaø","20190405","2019","20 Norge nå (45:66) Norsk talkshow fra 2019. Opptakten til Alta-aksjonen på 1970-tallet handlet om bygda Masi som kunne bli lagt",2019-04-05,0.22,0.5,0.65,0.17,0.44,0.11,0.09,0.1,0.11,0.03,0.12,0.24,0.05,0.31,0.23,0.28,0.56,0.13,0.08,0.53,0.52,0.17,0.16,0.74,0.08,0.2,0.48,0.81,0.27,0.27,0.6,0.56,0.8,0.04,0.02,0.37,0.42,0.37,0.1,0.08,0.11,0.1,0.13,0.22,0.47,0.11,0.22,0.2,0.54,0.07,0.56,0.42,0.15,0.42,0.37,0.23,0.48,0.06,0.19,0.02,0.25,0.14,0.13,0.07,0.84,0.09
NA,"URN:NBN:no-nb_digavis_sognavis_null_null_20190408_0_69_1","sognavis","Leikanger","20190408","2019","20 Norge nå (45:66) Norsk talkshow fra 2019. Opptakten til Alta-aksjonen på 1970-tallet handlet om bygda Masi som kunne bli lagt",2019-04-08,0.22,0.5,0.65,0.17,0.44,0.11,0.09,0.1,0.11,0.03,0.12,0.24,0.05,0.31,0.23,0.28,0.56,0.13,0.08,0.53,0.52,0.17,0.16,0.74,0.08,0.2,0.48,0.81,0.27,0.27,0.6,0.56,0.8,0.04,0.02,0.37,0.42,0.37,0.1,0.08,0.11,0.1,0.13,0.22,0.47,0.11,0.22,0.2,0.54,0.07,0.56,0.42,0.15,0.42,0.37,0.23,0.48,0.06,0.19,0.02,0.25,0.14,0.13,0.07,0.84,0.09
NA,"URN:NBN:no-nb_digavis_sykkylvsbladet_null_null_20190405_74_30_1","sykkylvsbladet","Sykkylven","20190405","2019","20 Norge nå (45:66) Norsk talkshow fra 2019. Opptakten til Alta-aksjonen på 1970-tallet handlet om bygda Masi som kunne bli lagt",2019-04-05,0.22,0.5,0.65,0.17,0.44,0.11,0.09,0.1,0.11,0.03,0.12,0.24,0.05,0.31,0.23,0.28,0.56,0.13,0.08,0.53,0.52,0.17,0.16,0.74,0.08,0.2,0.48,0.81,0.27,0.27,0.6,0.56,0.8,0.04,0.02,0.37,0.42,0.37,0.1,0.08,0.11,0.1,0.13,0.22,0.47,0.11,0.22,0.2,0.54,0.07,0.56,0.42,0.15,0.42,0.37,0.23,0.48,0.06,0.19,0.02,0.25,0.14,0.13,0.07,0.84,0.09
NA,"URN:NBN:no-nb_digavis_dagenbergen_null_null_20190408_101_83_1","dagenbergen","Bergen","20190408","2019","20 Norge nå (45:66) Norsk talkshow fra 2019. Opptakten til Alta-aksjonen på 1970-tallet handlet om bygda Masi som kunne bli lagt",2019-04-08,0.22,0.5,0.65,0.17,0.44,0.11,0.09,0.1,0.11,0.03,0.12,0.24,0.05,0.31,0.23,0.28,0.56,0.13,0.08,0.53,0.52,0.17,0.16,0.74,0.08,0.2,0.48,0.81,0.27,0.27,0.6,0.56,0.8,0.04,0.02,0.37,0.42,0.37,0.1,0.08,0.11,0.1,0.13,0.22,0.47,0.11,0.22,0.2,0.54,0.07,0.56,0.42,0.15,0.42,0.37,0.23,0.48,0.06,0.19,0.02,0.25,0.14,0.13,0.07,0.84,0.09
NA,"URN:NBN:no-nb_digavis_tronderbladetmelhus_null_null_20190405_41_27_1","tronderbladetmelhus","Melhus","20190405","2019","20 Norge nå (45:66) Norsk talkshow fra 2019. Opptakten til Alta-aksjonen på 1970-tallet handlet om bygda Masi som kunne bli lagt",2019-04-05,0.22,0.5,0.65,0.17,0.44,0.11,0.09,0.1,0.11,0.03,0.12,0.24,0.05,0.31,0.23,0.28,0.56,0.13,0.08,0.53,0.52,0.17,0.16,0.74,0.08,0.2,0.48,0.81,0.27,0.27,0.6,0.56,0.8,0.04,0.02,0.37,0.42,0.37,0.1,0.08,0.11,0.1,0.13,0.22,0.47,0.11,0.22,0.2,0.54,0.07,0.56,0.42,0.15,0.42,0.37,0.23,0.48,0.06,0.19,0.02,0.25,0.14,0.13,0.07,0.84,0.09
NA,"URN:NBN:no-nb_digavis_fiskeribladettjue_null_null_20190220_12_22_1","fiskeribladettjue","Bergen","20190220","2019","20. FEBRuAR 2019 dem som valgte sivil ulydighet under Alta-aksjonen. De sier det har kostet i form av bøter, fengsel,",2019-02-20,0.1,0.85,0.84,0.21,0.03,0.05,0.12,0.03,0.25,0.02,0.26,0.91,0.11,0.84,0.12,0.09,0.98,0.02,0.03,0.42,0.43,0.27,0.14,0.62,0.07,0.07,0.35,0.26,0.44,0.51,0.52,0.71,0.85,0.01,0,0.14,0.13,0.58,0.04,0.07,0.04,0.03,0.1,0.68,0.96,0.6,0.19,0.02,0.19,0.03,0.4,0.81,0.05,0.43,0.22,0.29,0.47,0.17,0.58,0.02,0.04,0.87,0.18,0.02,0.16,0.06
NA,"URN:NBN:no-nb_digavis_nordlys_null_null_20191016_0_240_1","nordlys","Tromsø","20191016","2019","2019 Sultestreik og sivil ulydighet på sviktende grunnlag ALtA-SAkeN Oddmund Enoksen Sortland Vi var mange som for 40",2019-10-16,0.06,0.88,0.95,0.17,0.12,0.14,0.18,0.03,0.1,0.03,0.25,0.91,0.03,0.42,0.17,0.08,0.61,0.11,0.18,0.67,0.53,0.55,0.5,0.6,0.14,0.25,0.54,0.81,0.62,0.81,0.63,0.71,0.84,0.01,0.01,0.03,0.1,0.71,0.94,0.03,0.1,0.05,0.03,0.79,0.95,0.76,0.1,0.12,0.18,0.08,0.65,0.84,0.03,0.74,0.48,0.6,0.69,0.06,0.48,0.02,0.02,0.16,0.13,0.02,0.23,0.02
NA,"URN:NBN:no-nb_digavis_kronstadposten_null_null_20191101_10_42_1","kronstadposten","Alta","20191101","2019","22 Å være nestleder i Folkeaksjonen mot utbyggingen av Alta-dammen, gikk utover både fjøsdrifta og fritiden. All tid ble satt",2019-11-01,0.14,0.93,0.95,0.51,0.16,0.07,0.9,0.09,0.13,0.07,0.2,0.75,0.05,0.25,0.12,0.35,0.69,0.26,0.13,0.35,0.65,0.34,0.32,0.84,0.06,0.48,0.55,0.78,0.79,0.7,0.5,0.68,0.94,0.04,0.1,0.66,0.5,0.41,0.18,0.08,0.16,0.07,0.1,0.48,0.65,0.37,0.12,0.11,0.44,0.06,0.7,0.58,0.2,0.3,0.58,0.6,0.44,0.1,0.61,0.03,0.29,0.15,0.23,0.07,0.18,0.09
